Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,NumWebVisitsMonth,Age,Total_campaigns,Purchase_frequency
37235,1,0,20,9,4,4,41,0,5
81843,0,0,779,537,34,3,65,0,27
46692,0,1,170,97,24,6,67,0,15
77382,0,1,491,231,112,1,57,1,26
37774,2,0,173,107,7,9,48,1,16
18393,1,0,7,13,16,8,51,0,8
72828,0,1,1205,235,19,7,63,0,28
24711,0,0,10,25,6,7,43,0,7
45503,1,0,97,44,6,5,50,0,9
6560,0,0,67,26,4,13,43,0,2
71604,0,0,345,528,98,4,80,1,17
27244,1,0,6,17,3,7,46,0,8
48752,1,1,73,100,71,9,56,0,17
71434,0,1,711,217,120,4,63,2,21
90842,0,0,774,118,120,1,77,0,27
88097,1,0,163,480,0,9,47,3,20
51948,0,1,82,54,71,5,50,0,13
71853,0,0,358,413,120,1,43,0,17
35876,0,0,66,40,4,6,42,0,8
40049,0,1,13,7,0,6,73,0,5
39660,1,0,139,78,20,9,43,0,14
50127,0,1,274,21,4,6,63,1,13
43263,0,1,262,61,0,5,48,0,16
62845,1,1,1099,45,0,8,76,1,23
18929,0,0,32,8,23,6,35,0,6
24367,1,0,2,2,0,9,43,0,4
33249,1,0,6,21,19,6,50,0,8
26887,0,1,6,4,3,6,66,0,5
50150,0,0,135,92,65,5,42,0,16
62061,0,1,641,84,0,6,49,1,24
85696,0,0,714,395,116,1,63,0,20
76542,0,0,794,556,0,2,69,0,23
70515,0,0,420,452,120,2,32,0,17
18227,1,0,1,7,4,8,38,0,4
69139,0,1,86,75,33,4,60,0,11
69109,0,0,823,459,120,4,43,1,20
69627,0,1,231,215,120,5,63,0,23
38136,1,0,8,27,0,8,47,1,8
62159,0,0,182,259,77,4,79,0,19
80695,0,0,557,556,120,2,62,0,19
33316,1,1,79,31,4,6,54,0,10
58554,1,1,368,68,38,7,57,0,22
17256,1,0,6,14,8,8,33,1,7
53034,1,1,160,196,15,8,51,0,20
52203,0,0,488,238,56,6,75,0,27
59601,0,1,691,69,0,8,48,1,15
75154,0,1,543,205,120,3,67,0,16
47025,0,1,254,108,20,6,49,0,17
37971,1,0,5,10,2,8,52,0,5
41335,1,0,112,21,16,7,57,0,12
67267,0,1,134,59,15,2,67,0,11
57338,0,1,143,52,11,5,50,0,12
50523,1,1,51,24,4,6,65,0,8
35791,2,1,27,5,0,8,60,0,6
50611,0,1,459,24,6,6,65,1,22
56242,0,1,689,167,11,6,56,0,28
48904,0,1,283,38,0,8,65,0,17
56243,1,2,347,35,4,5,50,0,20
21355,1,0,5,14,0,6,40,1,7
57420,0,1,280,18,0,7,54,1,15
51381,0,1,187,65,26,5,55,0,14
46390,0,1,95,64,2,7,70,0,10
54342,1,1,84,34,11,6,69,0,12
51381,1,1,19,12,2,5,67,0,5
51381,1,1,5,9,2,7,61,0,4
20895,1,0,18,17,3,9,52,0,6
92344,0,0,992,556,51,1,77,2,20
51381,1,0,25,13,0,7,53,0,5
26907,1,1,9,7,0,7,49,0,6
44964,1,1,19,17,2,8,45,0,5
75507,0,0,709,374,104,3,46,0,21
53761,1,1,158,76,13,5,53,0,17
22682,1,0,10,29,4,4,52,0,10
38887,1,0,25,13,0,7,53,0,5
41658,1,1,8,12,15,4,50,0,6
29791,1,0,14,6,0,5,53,0,7
63915,0,2,622,115,30,5,69,0,23
39996,1,1,11,3,0,6,51,0,4
26759,1,0,25,16,8,6,53,0,8
63841,0,1,635,100,20,6,57,0,22
51039,1,1,100,79,65,7,56,0,14
60544,1,1,201,43,3,6,64,0,15
65685,0,1,642,49,0,5,53,0,21
37716,0,1,97,41,6,7,72,0,10
36864,0,1,204,39,17,8,68,0,14
44511,1,0,513,133,46,8,55,0,26
36947,1,1,88,21,4,9,58,0,11
47352,0,1,172,112,8,7,74,0,16
67087,0,1,329,222,120,4,72,0,22
57045,0,1,296,104,11,3,75,0,18
36957,1,1,100,16,2,9,72,0,11
69389,0,1,422,238,69,4,48,0,22
80134,1,0,1218,272,104,6,53,3,16
43142,1,1,5,7,2,7,56,0,4
80589,0,0,507,520,120,1,81,1,21
34412,1,0,52,50,4,9,35,0,11
57537,1,0,191,139,51,4,46,0,19
22634,0,0,2,11,8,8,59,0,6
51315,0,0,68,39,16,2,77,0,10
36026,2,1,20,10,6,6,53,0,7
24639,1,1,20,16,0,6,52,0,9
34578,2,1,7,1,0,6,53,0,4
65704,0,0,279,74,38,1,53,0,23
63810,0,1,977,253,16,8,59,1,23
54132,0,1,30,8,0,7,56,0,5
18690,0,0,6,7,23,8,66,0,5
28164,1,0,3,26,11,7,55,0,9
34596,1,0,14,2,0,8,51,0,4
43269,1,0,10,7,0,8,53,0,4
38741,1,1,7,17,8,7,67,0,7
31907,0,0,33,64,120,7,53,0,14
27100,1,0,12,13,2,7,42,0,5
31163,1,0,2,10,11,6,52,0,5
92533,0,0,693,118,110,2,40,2,23
34853,1,1,9,15,2,6,52,0,7
70844,1,1,129,67,3,7,58,0,17
31086,1,1,16,11,3,8,46,1,6
60544,1,1,201,43,3,6,64,0,15
20491,0,0,5,5,4,7,39,0,4
42523,0,0,14,11,3,2,61,0,7
39922,1,0,29,59,19,8,42,0,9
33402,1,1,26,19,10,8,73,0,9
36408,1,1,9,4,3,6,76,0,4
21645,1,0,14,23,4,9,46,0,9
78427,0,0,972,556,120,3,77,1,23
82657,0,0,966,556,120,4,79,2,23
51876,0,0,99,102,28,1,67,0,13
78041,0,0,482,553,72,2,54,0,18
52852,0,1,714,99,11,8,68,1,26
70038,0,0,587,348,71,2,43,0,17
69401,0,1,399,159,58,2,52,0,17
46053,1,0,56,92,19,5,53,0,12
77343,0,0,227,556,98,1,60,0,17
73892,0,0,703,556,0,1,72,0,22
40304,1,0,37,17,0,7,58,0,6
32727,0,0,167,180,86,8,60,0,17
68695,0,0,458,356,106,2,56,0,16
43300,0,1,91,52,2,8,54,0,11
26290,1,1,15,16,11,6,53,0,10
93790,0,0,1225,556,89,2,55,3,25
38410,0,0,153,123,116,6,51,0,18
64866,0,1,508,21,7,5,75,1,21
57957,0,1,290,177,77,3,66,0,24
46015,1,1,38,2,0,7,70,2,5
16531,1,0,2,6,7,7,47,0,9
28072,1,0,30,10,2,7,39,0,5
49476,0,1,386,95,54,2,62,0,21
50725,0,1,443,75,0,8,72,0,21
83844,0,0,901,345,75,1,73,1,20
41145,1,1,9,3,0,3,75,0,4
67419,0,1,846,352,91,5,55,0,25
23162,1,1,8,9,19,6,55,0,8
34380,1,0,72,58,13,8,48,0,12
34704,0,1,29,5,0,5,59,0,5
94871,0,2,169,553,120,7,56,2,18
65148,0,1,460,422,33,4,67,0,21
39898,0,1,69,26,12,7,71,0,9
64857,0,0,556,556,120,4,69,0,23
59892,0,1,73,13,0,3,55,0,7
41020,0,0,112,54,7,3,38,0,10
57072,0,1,944,60,0,5,64,1,27
60474,0,1,265,303,120,7,46,0,30
62807,0,1,526,135,10,5,65,0,23
19414,1,0,2,12,3,8,44,0,5
19107,1,0,2,9,10,7,45,0,6
75484,0,1,378,259,120,4,49,0,18
70379,0,1,553,142,65,4,49,0,25
79419,0,0,751,556,20,2,55,0,15
64014,2,1,406,30,0,7,79,1,21
76998,0,1,1225,161,69,6,70,1,29
49854,1,0,123,171,39,6,53,0,18
60585,1,1,267,309,55,5,54,0,26
42873,1,1,209,40,3,8,75,0,15
87679,0,0,1225,556,97,4,37,3,28
57867,1,0,344,178,15,6,47,0,24
35765,1,0,22,30,0,6,35,0,8
65492,0,0,247,295,120,2,66,0,26
32952,1,0,38,12,3,7,48,0,6
53374,0,1,896,101,13,9,56,1,21
71706,0,1,931,253,91,5,66,0,25
68487,0,0,758,385,33,4,37,0,30
53253,1,1,216,57,20,5,50,0,18
31163,1,0,2,10,11,6,52,0,5
42014,1,0,244,108,4,8,48,0,20
54108,1,1,539,91,8,8,52,0,25
49667,0,0,1181,120,17,8,70,1,22
63206,0,0,750,125,11,2,51,1,14
57136,1,1,306,109,21,6,53,0,23
46772,0,1,350,189,120,8,50,1,30
78931,0,0,331,170,58,1,54,0,24
53977,0,1,620,165,0,5,67,0,27
84219,0,0,434,400,45,1,37,0,18
46098,1,1,57,27,0,8,50,0,11
73538,0,1,811,428,99,7,60,0,26
79529,0,0,423,556,73,2,39,0,22
20981,0,0,2,10,6,8,48,0,7
51766,1,0,60,87,6,5,45,0,12
55759,0,1,675,85,10,8,63,0,26
33039,1,0,30,12,8,5,47,0,7
37787,1,0,40,40,4,8,53,0,7
27242,1,0,3,26,20,9,55,0,7
87188,0,0,910,556,49,3,42,0,19
69930,0,0,252,556,120,3,54,0,22
37697,1,0,34,21,11,6,49,0,7
37401,1,0,19,19,3,7,52,0,7
3502,1,0,2,1,0,13,52,0,0
58597,1,1,490,184,10,7,49,0,26
82032,0,0,332,377,120,1,77,0,17
28087,1,1,53,17,13,7,67,0,9
74004,0,0,784,556,42,3,38,2,15
19740,0,1,7,3,10,5,65,0,7
57036,0,1,1171,219,19,9,50,1,26
53083,1,1,215,33,3,7,67,1,17
69283,0,1,674,134,0,5,50,0,27
46098,1,1,57,27,0,8,50,0,11
23331,1,0,5,7,0,8,37,0,8
23331,1,0,104,101,24,9,37,0,17
9255,1,0,9,7,2,8,36,0,5
67786,0,0,431,441,80,1,66,0,16
71969,0,1,1000,76,0,8,54,1,19
59235,1,0,448,469,80,7,58,0,28
31928,1,0,33,24,4,7,36,0,9
74881,1,1,505,270,36,5,64,0,27
65819,0,0,267,556,120,3,47,0,20
51411,1,2,14,3,0,5,72,0,4
51983,0,1,631,115,10,7,61,0,24
42386,1,0,65,16,0,8,39,0,7
30390,0,0,10,12,25,6,38,0,6
30983,0,0,51,50,12,8,62,0,8
66033,0,1,293,179,46,7,68,0,20
37284,1,1,11,2,2,6,50,0,4
57530,0,1,50,27,6,1,74,0,7
76800,0,0,173,255,35,1,60,0,16
63943,0,1,423,368,13,5,69,0,17
76081,0,0,292,415,63,2,63,1,14
67445,0,1,757,217,29,6,51,0,32
37054,1,1,12,6,0,7,58,0,6
47175,1,1,167,44,6,8,63,1,16
31859,1,0,3,3,8,7,49,0,4
27215,2,1,30,22,8,6,64,0,11
70179,0,1,532,168,69,5,49,0,26
39922,1,0,29,59,19,8,42,0,9
49681,0,2,411,26,0,7,49,0,21
24645,1,0,5,4,4,8,37,0,4
79865,0,1,71,278,120,1,71,0,21
44322,1,0,46,40,3,8,40,0,8
47958,0,1,268,88,15,5,73,0,16
63972,0,1,928,254,0,4,61,1,23
75315,0,1,459,171,120,2,71,0,23
55517,1,1,483,108,0,9,75,0,23
75283,1,2,733,180,12,4,68,0,20
82800,0,0,1006,115,59,3,79,2,26
38998,1,1,34,14,0,8,71,0,8
90638,0,0,1156,556,94,1,34,1,18
27161,1,0,7,23,7,7,39,0,5
42014,1,0,244,108,4,8,48,0,20
38201,0,1,233,23,0,8,65,0,15
45203,2,0,35,67,10,6,43,0,8
81574,0,0,1225,465,46,1,78,2,18
34935,0,0,34,66,3,7,33,0,8
60482,0,1,255,134,37,7,49,0,17
34633,2,1,8,5,0,6,69,0,4
78093,0,0,368,556,13,1,78,0,17
82460,0,0,255,556,52,1,75,0,15
45903,0,1,33,10,2,4,59,0,8
81361,0,0,163,424,27,1,38,0,27
35860,1,1,15,8,4,5,52,1,6
40442,1,1,45,52,25,7,73,0,12
61482,0,0,48,68,16,2,60,0,12
34968,1,0,158,45,8,7,45,0,16
75794,0,0,754,556,63,3,38,1,25
31497,0,1,108,28,13,8,63,0,10
74268,0,0,199,315,97,2,70,0,13
13724,1,0,2,5,2,9,37,1,5
45143,0,1,202,74,11,7,60,0,15
52569,0,1,85,3,0,3,58,0,7
48432,0,1,322,50,4,8,52,0,19
17144,1,1,18,19,0,7,65,0,12
36108,1,0,141,129,3,9,41,1,15
76445,1,0,739,309,120,6,54,0,21
36663,1,0,18,6,3,2,50,0,6
53843,0,1,378,88,19,7,60,0,20
90226,0,0,1083,556,120,2,69,1,24
70638,0,0,1016,215,16,3,70,1,20
44512,1,1,23,6,0,4,65,0,6
27116,1,1,12,21,2,7,64,0,7
54072,1,1,35,4,0,8,62,0,5
71855,0,1,548,422,0,3,48,0,25
51250,1,0,342,230,34,9,35,1,24
60432,0,1,365,15,4,6,52,0,19
65526,0,1,397,69,12,2,61,0,17
68655,0,0,456,556,75,3,37,0,21
12393,0,0,5,15,11,9,47,0,6
64509,0,0,836,556,24,4,35,1,19
33955,1,0,100,128,23,8,50,0,15
31353,1,1,10,10,3,8,48,0,6
55434,1,0,238,215,120,4,41,0,24
28359,1,0,6,5,2,7,42,0,4
57100,1,0,158,99,15,3,38,0,14
69139,0,1,86,75,33,4,60,0,11
52973,0,1,856,76,12,8,69,0,30
51717,0,1,98,17,0,7,60,1,8
18793,1,0,4,20,0,8,54,0,9
66664,0,0,398,447,120,3,43,0,19
50664,1,1,313,104,6,9,66,0,21
54414,1,1,109,16,24,4,62,0,13
54549,0,1,216,6,0,7,73,0,12
47111,0,1,595,153,120,9,54,0,21
41003,0,0,123,142,71,6,62,0,17
19444,1,0,16,23,3,7,43,0,10
36301,1,0,11,35,3,7,49,0,7
73059,0,1,410,420,0,4,78,0,26
42731,1,0,159,51,6,5,56,0,13
52854,1,1,105,10,0,5,66,0,9
22775,1,0,5,8,0,8,47,0,4
46681,0,2,269,69,15,5,77,0,16
59821,0,1,629,70,0,8,70,0,26
50002,0,1,443,71,21,7,71,0,19
69755,0,0,217,373,111,1,80,0,22
44078,1,1,24,10,2,5,56,0,7
30560,1,0,9,5,4,7,49,0,5
35924,1,1,8,14,2,5,56,0,5
64140,0,2,1225,61,0,5,61,3,18
56386,1,1,230,214,13,9,44,0,23
24594,1,0,1,6,10,5,46,0,5
75774,1,0,340,134,120,4,44,0,21
39228,0,0,7,6,0,4,65,0,4
58494,0,1,298,68,4,6,51,0,16
58684,0,0,479,179,28,2,44,1,21
57136,0,0,267,556,34,6,58,0,20
56551,1,1,67,32,17,4,75,0,10
22448,1,0,3,8,23,3,43,0,9
82014,0,0,980,265,35,6,64,0,22
34213,1,1,50,28,6,9,62,0,9
117416,0,0,1,556,2,1,48,0,10
25358,0,1,19,5,0,6,78,0,6
35544,1,0,30,23,4,7,47,0,6
36634,0,1,213,76,4,7,71,0,15
62670,0,1,539,92,80,3,71,0,22
50334,0,1,284,160,84,6,53,0,23
72066,0,0,1003,536,120,2,44,2,17
50729,1,1,239,143,45,6,67,0,21
34916,2,0,51,82,33,9,57,0,13
64892,0,1,527,230,32,4,49,0,24
43602,1,1,19,12,10,6,59,0,9
33996,0,0,40,15,8,4,36,0,6
41473,1,0,21,20,15,7,40,0,6
63246,0,2,593,91,29,4,58,0,22
36732,1,1,21,3,10,2,66,0,9
69084,1,0,1181,199,39,8,55,0,25
77766,0,1,1004,265,115,6,58,1,34
37929,0,0,202,46,3,7,40,2,13
86610,0,0,446,556,33,2,74,0,18
80141,0,0,1184,556,52,6,39,1,22
72635,0,0,390,323,104,3,70,1,21
69016,0,1,726,363,120,5,55,0,34
20193,0,0,8,22,24,4,34,0,7
27573,1,0,50,110,39,8,50,0,14
15862,1,0,1,4,11,8,46,0,5
49544,1,0,308,73,0,7,49,0,16
33228,1,0,22,31,7,7,45,0,6
70440,0,0,690,499,76,3,47,1,23
38232,1,1,43,28,7,5,54,0,11
22554,1,1,27,10,0,5,70,0,10
23536,1,0,6,3,0,3,42,0,4
49413,0,1,205,41,3,5,73,0,13
42231,1,1,24,8,0,5,56,0,5
78789,0,0,667,556,21,2,45,0,16
56534,0,1,691,61,10,8,57,2,25
58350,0,1,493,206,116,6,54,0,27
81217,0,0,493,324,120,1,36,0,22
49090,0,1,494,82,7,7,74,0,21
61787,0,0,621,414,78,5,38,0,19
18169,1,0,9,5,0,8,40,0,4
24336,1,0,1,2,8,7,44,0,4
18222,0,0,12,19,12,8,35,0,6
62335,0,1,243,217,85,2,73,0,21
42033,1,1,11,4,2,7,54,0,4
86580,0,0,532,127,26,1,42,1,11
41437,1,1,29,2,0,7,68,0,5
73705,0,2,612,520,120,5,74,0,25
61064,0,1,387,342,0,6,49,0,28
38452,1,1,56,14,0,7,70,0,9
18358,1,0,6,19,16,7,36,0,10
55012,0,1,582,65,0,5,52,0,25
9722,1,0,6,16,6,8,52,0,11
38175,1,0,70,69,2,7,41,0,11
58656,0,1,962,194,16,6,69,1,32
52117,0,1,112,107,30,7,60,0,13
64813,1,0,293,124,120,5,47,0,20
54222,0,1,199,31,3,3,52,0,12
83512,0,0,1060,556,80,1,39,4,22
77520,0,1,940,396,0,4,66,3,23
41154,0,1,44,11,2,5,47,0,6
80398,0,0,342,556,120,3,59,1,26
18746,1,0,2,11,12,6,33,0,8
35196,1,0,75,141,43,8,41,0,18
60230,0,1,520,367,39,5,69,0,17
22108,1,1,5,9,6,7,48,0,7
44392,1,1,87,71,7,7,51,0,14
55424,0,1,462,184,10,6,49,1,25
17688,1,0,2,1,3,8,46,0,4
92491,0,0,979,556,29,3,42,3,25
90273,0,0,704,556,120,2,34,3,19
82571,0,0,861,556,62,2,63,1,24
38513,1,0,172,115,16,8,43,0,17
16653,1,0,5,31,15,6,46,0,9
42586,1,1,194,56,0,8,70,0,16
23529,0,1,9,13,3,6,60,0,5
74881,1,1,505,270,36,5,64,0,27
71107,0,1,533,217,120,4,74,0,28
46910,1,1,48,14,0,6,61,0,7
18690,0,0,6,7,23,8,66,0,5
37244,1,1,18,10,0,7,70,1,5
82427,0,0,482,509,104,1,59,1,21
75342,0,1,204,97,21,4,67,0,18
70044,0,1,1073,250,120,5,71,0,26
79146,1,1,245,223,21,6,58,0,19
77437,0,0,560,442,29,1,62,1,23
54984,0,1,173,131,32,7,66,1,17
42403,1,0,22,11,0,8,54,0,5
55761,0,1,136,12,0,6,61,1,10
37292,1,0,275,86,10,8,42,0,19
45576,0,0,56,29,2,8,80,0,8
70321,0,0,303,556,82,4,78,0,25
58086,0,1,708,62,0,8,56,0,23
81795,0,0,324,556,27,2,73,0,22
28389,0,0,1,3,7,7,78,0,4
66835,0,0,620,195,34,2,79,0,24
69901,0,1,312,206,102,5,56,0,23
80360,0,0,1225,454,112,2,76,3,15
63342,0,1,918,118,13,6,64,1,19
44989,0,1,98,106,49,6,51,0,16
31859,1,0,3,7,15,7,45,0,5
51569,0,1,380,47,6,8,76,1,19
30372,1,1,15,12,7,7,54,0,8
16014,1,1,3,4,7,3,46,0,10
41120,1,1,24,23,0,6,57,0,9
39763,1,0,80,60,4,9,54,0,10
38725,1,1,31,6,2,4,70,0,7
77981,1,0,138,204,16,5,53,0,21
62905,0,1,166,96,119,4,61,0,20
13533,1,0,12,8,8,7,46,0,7
59481,0,1,178,85,71,2,50,0,16
72117,0,1,707,171,65,5,48,0,26
21955,1,0,5,7,17,6,39,0,8
67131,0,1,465,250,93,6,69,0,26
36802,1,0,16,2,0,5,45,0,5
71853,0,0,358,413,120,1,43,0,17
28249,0,0,1,7,2,6,64,0,6
47808,0,1,123,26,2,7,50,1,10
25509,1,0,40,30,10,9,51,0,9
51012,0,0,102,63,2,6,79,0,10
70596,0,0,347,534,17,2,40,0,21
85431,0,0,376,462,120,0,73,0,17
42664,0,1,21,3,0,6,58,0,5
42586,1,1,194,56,0,8,70,0,16
29760,1,0,64,68,7,8,40,0,12
28973,0,0,206,46,3,8,48,0,13
39435,1,0,71,18,0,7,52,0,7
65370,0,0,71,112,120,1,41,0,19
20194,1,0,0,7,11,6,46,0,7
42473,1,1,93,21,0,5,49,0,10
64590,0,0,920,168,36,6,57,0,24
71232,0,1,653,170,34,7,66,0,25
34600,1,1,199,60,8,8,54,0,17
46904,1,1,153,56,0,8,58,0,14
49094,0,1,376,38,11,6,52,0,20
36075,1,0,46,30,12,6,42,0,7
60839,1,1,600,128,120,8,46,0,22
77298,0,1,425,292,23,3,46,0,24
34026,1,1,18,15,12,5,75,0,9
48918,1,1,52,9,0,4,62,0,7
82122,0,0,734,350,120,1,63,1,26
37697,1,0,34,21,11,6,49,0,7
34074,1,1,135,41,10,6,73,1,14
28520,1,1,11,10,0,6,65,0,5
62535,0,1,163,90,0,3,70,0,14
36273,1,0,29,30,3,6,48,0,8
63404,0,2,734,70,11,4,61,1,15
75774,1,0,340,134,120,4,44,0,21
78416,0,1,453,279,120,3,49,0,26
75702,0,1,1073,556,120,6,51,1,29
59385,1,1,135,10,0,5,74,0,10
37070,1,1,231,137,4,7,59,0,20
44689,1,1,18,5,0,7,74,1,6
53977,0,1,620,165,0,5,67,0,27
7144,0,2,81,33,5,0,59,0,14
18701,1,1,12,2,10,5,61,0,10
90369,0,0,292,556,120,1,69,0,17
63159,0,0,965,556,89,3,51,1,17
37758,1,1,27,10,0,8,59,0,6
46757,0,1,777,163,0,9,62,0,21
79734,0,0,572,232,23,1,56,1,14
63207,0,0,438,556,91,7,33,1,12
72071,0,1,531,300,120,2,71,0,20
21840,1,0,17,9,0,9,42,0,5
58582,0,1,402,106,101,5,43,1,22
72282,0,0,503,419,90,7,74,0,22
50387,0,2,369,87,12,5,69,0,19
32583,1,1,5,3,0,7,64,0,4
62568,0,1,362,398,80,4,63,1,16
44635,1,1,56,9,0,7,54,0,7
33316,1,1,79,31,4,6,54,0,10
63967,0,1,387,141,73,2,57,0,23
52513,0,0,367,241,104,7,47,0,25
25293,1,0,15,11,0,8,56,0,5
54111,0,1,267,54,8,5,60,0,15
78394,0,0,298,556,120,2,39,0,16
80739,0,0,674,556,39,1,67,0,23
22669,1,0,16,36,37,9,50,0,10
29236,1,0,37,24,16,9,38,0,9
44911,0,1,159,22,2,7,66,0,12
54693,0,1,686,142,23,6,63,0,29
48186,1,0,97,66,12,7,51,0,12
54809,1,1,63,57,13,4,48,0,12
41580,1,1,56,24,4,5,47,0,9
80336,0,0,209,456,120,1,55,0,25
47743,0,1,198,43,0,6,68,1,14
62972,0,1,313,47,20,6,70,0,16
57333,0,1,941,397,76,6,71,0,28
32313,1,0,86,56,2,9,43,0,11
84953,0,0,167,556,63,2,72,3,18
27071,1,0,8,19,0,6,57,0,7
68148,0,0,389,408,37,2,68,0,15
65735,1,1,239,119,4,7,60,0,19
86836,0,0,179,273,0,5,50,3,23
4023,1,1,5,1,1,13,62,0,6
30093,0,0,2,28,13,7,35,0,6
57705,0,1,383,53,6,6,59,0,18
25008,1,0,2,8,6,8,37,0,6
83257,0,0,536,556,38,6,30,2,28
22280,1,0,2,4,3,8,50,0,4
72159,0,0,322,556,34,2,47,0,21
64260,0,0,539,556,20,3,64,0,14
82733,0,0,712,420,65,4,41,0,20
74290,0,1,1121,72,0,6,54,2,32
58217,2,1,68,13,3,6,74,0,7
21024,0,0,36,18,6,7,49,0,7
70116,0,0,707,556,95,1,53,0,23
54006,1,0,174,203,6,7,40,0,18
69063,0,1,666,124,69,3,59,0,14
11448,0,0,0,0,6,6,50,0,4
61825,0,1,162,100,55,4,46,0,15
70886,1,0,407,239,103,2,54,0,14
69109,0,0,823,459,120,4,43,1,20
60208,1,1,488,71,15,7,52,1,24
32889,1,1,28,13,4,5,57,0,9
34738,1,0,3,10,3,6,41,0,5
30538,1,0,284,52,8,10,54,0,17
82326,0,0,938,556,120,2,48,3,22
26642,1,0,13,15,2,6,58,0,7
69932,0,1,412,153,120,4,61,0,26
44503,1,1,31,8,0,6,53,0,7
60200,0,1,502,132,0,6,77,0,25
49638,0,1,18,3,3,2,73,0,5
23830,0,0,1,6,4,7,38,0,5
33051,0,0,100,243,108,9,66,0,21
72905,0,0,407,445,120,1,67,1,20
69702,0,1,664,240,50,4,74,0,26
70300,1,0,1045,338,60,8,50,0,26
70643,0,0,1218,304,23,6,41,0,18
30396,1,0,15,6,0,7,56,1,6
50616,0,1,128,16,0,7,57,0,10
62772,0,1,581,157,43,2,56,1,23
30298,0,0,6,12,6,3,40,0,6
52413,1,0,185,133,56,7,41,0,17
44155,1,1,22,9,0,4,68,0,5
86979,0,0,584,556,65,2,54,1,16
76532,1,1,355,177,90,5,50,0,25
42081,1,0,175,110,54,6,43,1,15
67546,0,0,864,556,120,3,37,0,20
88420,0,0,957,556,99,1,36,3,20
31158,1,0,25,16,20,8,40,0,7
61671,0,1,641,56,0,8,57,2,26
69719,0,0,273,208,120,1,51,0,11
49160,0,1,122,43,25,6,76,0,12
24882,1,0,1,10,29,6,47,1,5
90933,0,0,1020,430,62,1,71,1,15
113734,0,0,6,3,1,1,80,0,12
59292,0,1,378,68,19,3,75,0,18
45759,1,1,42,18,3,7,61,0,7
22148,0,0,15,14,0,7,42,0,5
73395,0,0,272,80,20,2,38,0,15
29819,1,0,9,24,2,6,54,0,9
45688,0,1,279,18,0,4,57,1,14
62820,0,0,398,265,120,1,71,0,14
60491,0,1,637,237,12,5,54,0,27
33235,1,0,45,16,2,7,39,0,7
35701,0,0,21,9,7,6,66,0,5
31535,1,0,15,13,0,7,45,1,5
92556,0,0,493,352,120,0,65,0,21
67384,0,1,957,175,120,5,55,1,22
80573,0,0,829,430,60,2,54,0,24
77870,0,1,1017,500,65,8,58,2,18
52278,0,1,953,71,0,8,62,0,31
57107,0,1,159,120,0,8,57,2,22
18929,0,0,32,8,23,6,35,0,6
36038,1,0,23,15,0,6,44,0,8
20180,0,0,18,24,15,7,49,0,8
34230,1,1,15,4,0,7,60,0,4
31878,0,1,23,5,10,3,48,0,6
70932,0,1,200,100,46,3,53,0,22
91249,0,0,1225,119,71,4,69,4,22
77598,0,0,1193,281,120,3,82,1,26
80982,1,1,505,401,104,5,66,0,30
22701,1,0,2,9,0,5,48,0,5
55212,0,1,1103,45,0,8,56,2,20
70617,0,0,353,556,40,2,55,0,14
64849,0,0,652,350,94,5,68,0,19
62694,1,1,379,157,25,7,60,0,24
61917,1,1,46,36,2,5,51,0,7
67472,0,1,162,127,8,3,78,0,15
21059,1,0,8,19,3,6,43,0,9
29543,2,0,17,18,3,7,57,0,8
75903,0,1,340,185,120,3,74,0,23
34984,1,1,8,15,3,7,50,0,6
54998,0,1,154,202,39,4,69,0,20
54356,0,1,710,30,20,8,76,0,24
34242,0,1,8,4,0,5,66,0,4
25410,1,0,2,4,13,4,52,0,6
73356,0,0,1050,322,0,2,41,3,21
28320,0,1,19,14,3,8,75,0,5
23763,1,0,22,6,6,7,48,0,5
72570,0,0,274,216,120,1,41,0,23
34529,1,0,68,38,3,7,49,0,9
70792,0,0,344,556,104,3,74,0,19
63211,0,0,145,459,120,2,43,0,20
83891,0,1,217,350,111,1,51,0,22
36065,1,1,18,34,10,8,57,0,9
39898,0,1,69,26,12,7,71,0,9
51141,0,0,144,7,0,5,85,0,9
56939,0,1,256,103,90,3,49,0,18
80872,0,0,483,556,94,1,74,0,19
72335,0,0,1225,556,28,8,49,0,23
61798,0,0,338,89,11,4,61,0,16
76842,0,0,605,345,84,0,75,0,17
29478,1,0,8,7,3,6,49,0,5
46998,0,1,172,86,45,7,69,1,18
96843,0,0,448,556,40,2,35,1,27
56551,1,1,67,32,17,4,75,0,10
70053,0,1,512,98,81,5,60,0,26
71670,0,0,1225,128,0,6,63,3,15
44359,1,1,20,14,7,3,47,0,9
40887,1,1,50,44,10,9,73,0,10
48877,0,1,102,15,2,7,59,0,8
74485,0,0,499,556,120,3,78,0,26
64474,0,1,381,172,56,5,53,0,22
77226,0,1,631,239,120,3,62,0,28
72643,0,0,526,553,120,2,76,1,21
85738,0,0,913,376,17,1,47,2,21
55686,0,1,673,199,37,4,59,1,16
39062,1,0,23,9,0,4,42,1,5
34600,1,1,199,60,8,8,54,0,17
40794,0,1,261,73,4,7,50,0,16
54690,1,1,111,37,7,3,54,0,12
4428,0,1,16,12,2,1,56,0,12
32632,0,0,63,137,120,5,62,0,18
38236,1,1,58,18,2,7,57,0,11
36781,1,0,29,17,0,8,46,0,6
31385,1,0,3,12,0,8,41,1,4
